Customer_id,Gender,Age,City,Order_id,Order_date,Restaurant_name,Dish_Name,Category,Quantity,Price,Payment_method,Order_frequency,Churned,Rating,Delivery_status
C3685,MALE,Teenager,Peshawar,O7685,10/23/2024,McDonald's,Burger,Italian,5,1180.53,Card,10,Inactive,3,Cancelled
C5107,OTHER,Teenager,Lahore,O9107,10/23/2024,Subway,Burger,Italian,5,1458.1,Wallet,6,Active,1,Delayed
C6712,OTHER,Senior,Lahore,O10712,10/24/2023,KFC,Pasta,Italian,5,277.78,Card,46,Inactive,4,Delivered
C5653,FEMALE,Adult,Karachi,O9653,10/24/2023,McDonald's,Pasta,Italian,2,289.67,Cash,42,Active,1,Delivered
C3950,MALE,Adult,Islamabad,O7950,10/24/2023,McDonald's,Burger,Fast Food,3,309.01,Cash,23,Inactive,5,Cancelled
C4763,FEMALE,Adult,Karachi,O8763,10/24/2023,KFC,Sandwich,Chinese,4,371.85,Cash,31,Inactive,1,Delivered
C3255,FEMALE,Senior,Islamabad,O7255,10/24/2023,Subway,Burger,Chinese,4,500.85,Wallet,35,Active,5,Delivered
C6072,MALE,Teenager,Lahore,O10072,10/24/2023,McDonald's,Pasta,Continental,1,527.61,Card,37,Active,3,Cancelled
C4452,FEMALE,Teenager,Islamabad,O8452,10/24/2023,Pizza Hut,Burger,Chinese,5,825.12,Card,12,Active,2,Cancelled
C3973,FEMALE,Teenager,Peshawar,O7973,10/24/2023,McDonald's,Burger,Italian,5,857.77,Cash,11,Inactive,3,Delivered
C4146,OTHER,Teenager,Lahore,O8146,10/24/2023,KFC,Pizza,Fast Food,1,905.27,Wallet,15,Inactive,5,Delivered
C1895,MALE,Adult,Multan,O5895,10/24/2023,Pizza Hut,Fries,Chinese,4,1018.61,Card,38,Active,4,Delayed
C4773,FEMALE,Teenager,Lahore,O8773,10/24/2023,Burger King,Pizza,Dessert,1,1025.78,Wallet,6,Active,5,Delayed
C3667,MALE,Teenager,Karachi,O7667,10/24/2023,Subway,Pasta,Italian,2,1061.01,Wallet,18,Inactive,2,Cancelled
C3138,OTHER,Adult,Islamabad,O7138,10/24/2023,McDonald's,Pasta,Chinese,4,1182.54,Card,3,Inactive,1,Delivered
C5627,MALE,Senior,Islamabad,O9627,10/24/2023,KFC,Sandwich,Continental,3,1406.75,Cash,49,Inactive,1,Delayed
C4168,MALE,Teenager,Karachi,O8168,10/24/2023,Pizza Hut,Pizza,Fast Food,1,1470.46,Cash,4,Active,3,Cancelled
C6521,MALE,Teenager,Karachi,O10521,10/24/2024,KFC,Pasta,Chinese,2,393.19,Cash,30,Inactive,1,Delivered
C1899,FEMALE,Senior,Islamabad,O5899,10/24/2024,Burger King,Burger,Fast Food,2,849.27,Cash,26,Inactive,5,Cancelled
C1772,FEMALE,Senior,Multan,O5772,10/24/2024,McDonald's,Pizza,Continental,5,1164.68,Cash,35,Inactive,4,Cancelled
C6441,MALE,Senior,Peshawar,O10441,10/24/2024,Subway,Burger,Chinese,4,1199.15,Cash,9,Inactive,2,Delayed
C6083,FEMALE,Teenager,Peshawar,O10083,10/24/2024,KFC,Sandwich,Italian,1,1252.53,Card,6,Active,2,Cancelled
C2347,OTHER,Senior,Karachi,O6347,10/24/2024,McDonald's,Fries,Italian,3,1380.3,Card,17,Active,5,Cancelled
C2411,MALE,Senior,Lahore,O6411,10/25/2023,Burger King,Sandwich,Continental,2,540.76,Cash,16,Active,1,Delayed
C4687,OTHER,Adult,Lahore,O8687,10/25/2023,Pizza Hut,Burger,Italian,3,652.57,Wallet,43,Active,3,Delayed
C5719,FEMALE,Teenager,Islamabad,O9719,10/25/2023,Burger King,Sandwich,Fast Food,5,800.07,Wallet,20,Inactive,4,Delayed
C1353,OTHER,Senior,Lahore,O5353,10/25/2023,Burger King,Fries,Fast Food,5,904.2,Card,22,Active,1,Delayed
C4860,FEMALE,Teenager,Islamabad,O8860,10/25/2023,KFC,Pasta,Continental,5,1212.26,Wallet,17,Inactive,4,Cancelled
C5390,FEMALE,Senior,Peshawar,O9390,10/25/2023,Pizza Hut,Pasta,Chinese,1,1277.21,Cash,48,Inactive,1,Cancelled
C6937,MALE,Senior,Peshawar,O10937,10/25/2023,KFC,Pizza,Fast Food,2,1288.98,Card,10,Inactive,1,Delivered
C3736,OTHER,Teenager,Peshawar,O7736,10/25/2024,KFC,Fries,Dessert,4,157.06,Cash,8,Inactive,4,Cancelled
C6431,OTHER,Adult,Lahore,O10431,10/25/2024,KFC,Burger,Continental,2,329.77,Cash,26,Active,2,Delayed
C1821,FEMALE,Adult,Multan,O5821,10/25/2024,Burger King,Fries,Italian,2,630.27,Wallet,5,Inactive,1,Cancelled
C4156,OTHER,Adult,Karachi,O8156,10/25/2024,Burger King,Fries,Continental,1,698.92,Card,2,Active,1,Cancelled
C1539,MALE,Adult,Peshawar,O5539,10/25/2024,KFC,Pasta,Chinese,4,1206.95,Wallet,25,Active,2,Cancelled
C5029,MALE,Teenager,Lahore,O9029,10/26/2023,McDonald's,Sandwich,Fast Food,4,179.04,Card,48,Inactive,3,Cancelled
C4266,MALE,Senior,Multan,O8266,10/26/2023,Subway,Sandwich,Fast Food,2,185.45,Cash,25,Inactive,4,Delivered
C4233,FEMALE,Teenager,Peshawar,O8233,10/26/2023,KFC,Pasta,Dessert,4,455.11,Card,25,Active,3,Delivered
C6183,OTHER,Teenager,Lahore,O10183,10/26/2023,Burger King,Fries,Fast Food,5,618.18,Card,6,Inactive,2,Delivered
C5415,FEMALE,Teenager,Karachi,O9415,10/26/2023,Pizza Hut,Sandwich,Dessert,2,746.82,Card,37,Active,2,Delivered
C3670,FEMALE,Senior,Karachi,O7670,10/26/2023,Pizza Hut,Sandwich,Fast Food,3,1433,Cash,19,Inactive,5,Cancelled
C5028,FEMALE,Teenager,Peshawar,O9028,10/26/2024,Pizza Hut,Burger,Italian,1,275.53,Cash,31,Active,4,Delivered
C5918,FEMALE,Senior,Peshawar,O9918,10/26/2024,McDonald's,Burger,Dessert,1,974.42,Card,40,Inactive,5,Delivered
C5316,OTHER,Teenager,Multan,O9316,10/26/2024,McDonald's,Fries,Chinese,4,992.76,Cash,23,Inactive,4,Delivered
C4089,OTHER,Adult,Karachi,O8089,10/26/2024,Subway,Fries,Italian,4,993.03,Cash,23,Active,1,Delivered
C1457,MALE,Teenager,Islamabad,O5457,10/26/2024,Burger King,Burger,Continental,5,1442.01,Card,28,Active,4,Cancelled
C4229,FEMALE,Senior,Multan,O8229,10/27/2023,Burger King,Burger,Italian,1,303.3,Card,42,Active,3,Cancelled
C2723,FEMALE,Teenager,Multan,O6723,10/27/2023,KFC,Sandwich,Dessert,1,814.63,Card,13,Active,3,Delivered
C4627,OTHER,Senior,Islamabad,O8627,10/27/2023,Burger King,Fries,Dessert,3,943.38,Wallet,10,Inactive,3,Cancelled
C1226,OTHER,Teenager,Lahore,O5226,10/27/2023,Burger King,Fries,Fast Food,5,1053.52,Wallet,34,Inactive,4,Delayed
C4178,FEMALE,Adult,Peshawar,O8178,10/27/2023,Burger King,Pizza,Chinese,5,1174.49,Wallet,13,Inactive,2,Cancelled
C4562,OTHER,Senior,Karachi,O8562,10/27/2023,Subway,Sandwich,Dessert,1,1264.17,Card,15,Active,4,Delivered
C4403,MALE,Senior,Peshawar,O8403,10/27/2023,Pizza Hut,Pasta,Dessert,4,1313.69,Cash,15,Inactive,1,Cancelled
C6555,OTHER,Teenager,Multan,O10555,10/27/2023,McDonald's,Sandwich,Dessert,1,1351.11,Card,48,Inactive,1,Delayed
C1329,FEMALE,Senior,Peshawar,O5329,10/27/2023,McDonald's,Pasta,Dessert,3,1466.41,Card,26,Active,3,Delivered
C6561,MALE,Teenager,Peshawar,O10561,10/27/2024,McDonald's,Pizza,Fast Food,3,192.44,Wallet,33,Inactive,5,Delayed
C2661,OTHER,Teenager,Lahore,O6661,10/27/2024,McDonald's,Sandwich,Continental,1,298.89,Card,20,Active,3,Delayed
C5636,MALE,Senior,Multan,O9636,10/27/2024,Pizza Hut,Pizza,Fast Food,3,358.71,Card,12,Active,3,Cancelled
C5826,MALE,Adult,Peshawar,O9826,10/27/2024,Burger King,Pasta,Fast Food,5,432.09,Card,7,Active,4,Delivered
C5595,OTHER,Adult,Islamabad,O9595,10/27/2024,Burger King,Pizza,Dessert,1,553.66,Card,8,Active,2,Cancelled
C4214,OTHER,Teenager,Multan,O8214,10/27/2024,Burger King,Fries,Chinese,2,715.37,Wallet,43,Inactive,4,Delayed
C4410,FEMALE,Adult,Lahore,O8410,10/27/2024,Burger King,Fries,Italian,5,848.09,Card,35,Inactive,5,Delayed
C4034,MALE,Teenager,Peshawar,O8034,10/27/2024,Pizza Hut,Fries,Italian,2,998.72,Cash,13,Inactive,1,Cancelled
C3938,MALE,Teenager,Peshawar,O7938,10/27/2024,Subway,Pizza,Continental,1,1016.54,Cash,23,Inactive,2,Delivered
C5686,OTHER,Teenager,Karachi,O9686,10/27/2024,Burger King,Fries,Dessert,1,1108.41,Card,27,Active,3,Delivered
C6641,OTHER,Senior,Multan,O10641,10/27/2024,Subway,Pizza,Fast Food,2,1347.57,Card,26,Active,1,Cancelled
C1619,FEMALE,Senior,Lahore,O5619,10/27/2024,McDonald's,Fries,Italian,2,1394.81,Cash,50,Active,5,Delayed
C5347,MALE,Teenager,Peshawar,O9347,10/28/2023,Pizza Hut,Pizza,Italian,5,267.94,Wallet,16,Active,4,Delivered
C6152,FEMALE,Adult,Multan,O10152,10/28/2023,McDonald's,Fries,Chinese,2,294.61,Card,19,Active,4,Cancelled
C2044,MALE,Senior,Peshawar,O6044,10/28/2023,Subway,Fries,Dessert,3,361.99,Wallet,15,Inactive,4,Delivered
C6247,OTHER,Senior,Islamabad,O10247,10/28/2023,Burger King,Burger,Fast Food,5,558.63,Card,21,Active,1,Cancelled
C6848,OTHER,Senior,Peshawar,O10848,10/28/2023,Subway,Pizza,Fast Food,4,963.48,Cash,25,Inactive,3,Delivered
C6422,OTHER,Teenager,Peshawar,O10422,10/28/2023,McDonald's,Pasta,Chinese,1,1016.6,Wallet,30,Inactive,2,Delayed
C6676,FEMALE,Senior,Lahore,O10676,10/28/2023,Pizza Hut,Pasta,Chinese,5,1234.61,Wallet,24,Active,5,Delivered
C1686,MALE,Adult,Karachi,O5686,10/28/2023,Burger King,Sandwich,Fast Food,5,1480.61,Card,6,Active,5,Cancelled
C2092,FEMALE,Senior,Islamabad,O6092,10/28/2024,Pizza Hut,Pasta,Dessert,5,178.65,Cash,14,Active,2,Delayed
C6451,OTHER,Adult,Peshawar,O10451,10/28/2024,McDonald's,Pasta,Italian,5,182.57,Cash,50,Active,2,Delayed
C2124,MALE,Teenager,Karachi,O6124,10/28/2024,McDonald's,Fries,Continental,4,415.19,Wallet,16,Active,3,Delivered
C4433,OTHER,Senior,Peshawar,O8433,10/28/2024,Pizza Hut,Fries,Chinese,1,588.08,Cash,16,Active,4,Delayed
C1848,OTHER,Teenager,Peshawar,O5848,10/28/2024,KFC,Fries,Dessert,3,988.33,Wallet,1,Active,2,Delivered
C2271,MALE,Adult,Multan,O6271,10/28/2024,KFC,Pizza,Dessert,5,1061.11,Cash,39,Inactive,3,Cancelled
C6794,FEMALE,Teenager,Multan,O10794,10/28/2024,Subway,Fries,Fast Food,1,1142.67,Cash,22,Active,2,Delivered
C2444,MALE,Teenager,Karachi,O6444,10/28/2024,KFC,Pasta,Chinese,1,1206.5,Cash,37,Inactive,3,Delivered
C3106,FEMALE,Adult,Islamabad,O7106,10/28/2024,McDonald's,Burger,Dessert,2,1248.85,Cash,2,Inactive,4,Cancelled
C6051,MALE,Teenager,Multan,O10051,10/28/2024,McDonald's,Burger,Chinese,2,1347.57,Cash,18,Inactive,3,Delayed
C1578,OTHER,Teenager,Islamabad,O5578,10/29/2023,KFC,Pizza,Italian,4,128.82,Wallet,17,Inactive,5,Cancelled
C3692,FEMALE,Teenager,Lahore,O7692,10/29/2023,McDonald's,Pizza,Dessert,5,290.86,Card,26,Active,2,Delivered
C1697,MALE,Adult,Peshawar,O5697,10/29/2023,KFC,Pasta,Italian,3,359.65,Wallet,24,Inactive,3,Delivered
C4571,OTHER,Teenager,Islamabad,O8571,10/29/2023,Subway,Pasta,Italian,1,375.22,Cash,50,Inactive,4,Delayed
C2892,MALE,Senior,Lahore,O6892,10/29/2023,McDonald's,Pizza,Italian,5,428.61,Cash,37,Active,1,Delivered
C5580,MALE,Adult,Peshawar,O9580,10/29/2023,Subway,Pizza,Continental,5,544.34,Wallet,40,Inactive,3,Delayed
C5033,MALE,Teenager,Lahore,O9033,10/29/2023,KFC,Burger,Continental,2,762.24,Wallet,8,Inactive,5,Cancelled
C1731,FEMALE,Senior,Islamabad,O5731,10/29/2023,Subway,Pasta,Continental,2,793.33,Card,8,Inactive,3,Cancelled
C6930,FEMALE,Adult,Lahore,O10930,10/29/2023,Subway,Fries,Chinese,4,910.23,Cash,23,Active,5,Cancelled
C1240,MALE,Senior,Multan,O5240,10/29/2023,Pizza Hut,Sandwich,Italian,5,920.95,Card,22,Inactive,4,Delivered
C5673,FEMALE,Adult,Peshawar,O9673,10/29/2023,McDonald's,Sandwich,Italian,2,933.33,Cash,30,Active,5,Cancelled
C2603,MALE,Adult,Peshawar,O6603,10/29/2023,KFC,Fries,Continental,2,936.85,Cash,16,Inactive,4,Delayed
C3272,MALE,Teenager,Islamabad,O7272,10/29/2023,Subway,Pizza,Italian,2,1053.87,Card,38,Active,3,Cancelled
C3535,OTHER,Teenager,Islamabad,O7535,10/29/2023,KFC,Sandwich,Chinese,5,1350.13,Card,2,Active,3,Delivered
C1613,FEMALE,Adult,Islamabad,O5613,10/29/2024,Pizza Hut,Burger,Continental,2,331.23,Wallet,48,Active,1,Cancelled
C2301,MALE,Adult,Lahore,O6301,10/29/2024,Subway,Sandwich,Fast Food,1,580.04,Wallet,25,Active,1,Cancelled
C1417,FEMALE,Teenager,Peshawar,O5417,10/29/2024,Pizza Hut,Pizza,Continental,5,611.69,Card,29,Inactive,3,Delayed
C2810,MALE,Adult,Karachi,O6810,10/29/2024,McDonald's,Pizza,Chinese,2,614.13,Card,37,Inactive,2,Delivered
C2812,OTHER,Senior,Peshawar,O6812,10/29/2024,Pizza Hut,Pizza,Dessert,3,707.65,Cash,38,Active,3,Delayed
C3953,MALE,Teenager,Peshawar,O7953,10/29/2024,Burger King,Fries,Fast Food,5,908.26,Card,24,Inactive,3,Delayed
C2474,FEMALE,Senior,Multan,O6474,10/29/2024,Pizza Hut,Pasta,Dessert,2,1048,Cash,13,Inactive,2,Cancelled
C3356,FEMALE,Adult,Multan,O7356,10/29/2024,Subway,Pasta,Italian,1,1122.77,Card,1,Active,3,Cancelled
C5467,MALE,Senior,Multan,O9467,10/30/2023,Subway,Pasta,Italian,2,552.13,Cash,8,Inactive,3,Delayed
C3593,OTHER,Teenager,Karachi,O7593,10/30/2023,KFC,Sandwich,Italian,4,802.08,Cash,26,Inactive,2,Cancelled
C4227,FEMALE,Teenager,Lahore,O8227,10/30/2023,Pizza Hut,Pasta,Continental,4,917.23,Wallet,41,Inactive,2,Cancelled
C2966,MALE,Teenager,Islamabad,O6966,10/30/2023,Subway,Pizza,Italian,1,1049.57,Card,11,Active,5,Delivered
C3715,OTHER,Teenager,Multan,O7715,10/30/2023,Pizza Hut,Burger,Italian,4,1049.77,Card,26,Inactive,5,Delivered
C2293,FEMALE,Teenager,Lahore,O6293,10/30/2023,KFC,Pizza,Italian,1,1143.43,Wallet,50,Active,5,Delivered
C4994,FEMALE,Teenager,Multan,O8994,10/30/2023,Subway,Burger,Dessert,1,1217.19,Cash,7,Active,2,Delivered
C2201,OTHER,Adult,Multan,O6201,10/30/2023,KFC,Pizza,Continental,5,1462.68,Wallet,45,Inactive,1,Delayed
C6669,FEMALE,Senior,Peshawar,O10669,10/30/2024,Burger King,Sandwich,Continental,3,920.65,Cash,44,Active,4,Cancelled
C2612,OTHER,Adult,Peshawar,O6612,10/30/2024,McDonald's,Sandwich,Dessert,3,951.67,Card,30,Active,3,Cancelled
C6980,FEMALE,Teenager,Islamabad,O10980,10/30/2024,KFC,Burger,Fast Food,4,965.71,Card,25,Inactive,5,Cancelled
C3826,FEMALE,Teenager,Lahore,O7826,10/30/2024,McDonald's,Burger,Dessert,1,1050.84,Card,1,Active,2,Cancelled
C5425,OTHER,Teenager,Islamabad,O9425,10/30/2024,Subway,Pizza,Chinese,2,1063.36,Cash,19,Active,3,Cancelled
C6143,MALE,Senior,Multan,O10143,10/30/2024,McDonald's,Pizza,Italian,3,1077.95,Wallet,15,Inactive,2,Cancelled
C6791,MALE,Senior,Peshawar,O10791,10/31/2023,Burger King,Burger,Fast Food,2,603.36,Card,13,Inactive,3,Delayed
C1275,FEMALE,Senior,Karachi,O5275,10/31/2023,Pizza Hut,Pasta,Chinese,2,1035.4,Wallet,44,Inactive,1,Delayed
C5014,OTHER,Teenager,Karachi,O9014,10/31/2023,McDonald's,Pasta,Dessert,3,1041.92,Cash,3,Active,3,Delayed
C2037,MALE,Senior,Multan,O6037,10/31/2023,Burger King,Fries,Chinese,1,1049.51,Cash,26,Active,4,Delivered
C6656,MALE,Teenager,Lahore,O10656,10/31/2023,KFC,Burger,Fast Food,5,1111.96,Cash,8,Active,1,Delayed
C2371,MALE,Adult,Lahore,O6371,10/31/2023,Pizza Hut,Sandwich,Fast Food,2,1339.73,Cash,14,Inactive,1,Delayed
C4746,FEMALE,Senior,Peshawar,O8746,10/31/2023,Subway,Pizza,Dessert,1,1362.27,Wallet,13,Inactive,3,Cancelled
C2504,FEMALE,Adult,Islamabad,O6504,10/31/2023,McDonald's,Pizza,Chinese,2,1401.08,Card,32,Inactive,1,Delivered
C2405,OTHER,Adult,Islamabad,O6405,10/31/2023,Subway,Sandwich,Dessert,1,1468.01,Cash,12,Active,3,Cancelled
C6235,MALE,Adult,Lahore,O10235,10/31/2023,KFC,Pasta,Continental,3,1472.47,Cash,23,Active,3,Delayed
C1532,OTHER,Teenager,Peshawar,O5532,10/31/2024,KFC,Pizza,Dessert,1,169.09,Cash,27,Inactive,5,Cancelled
C5222,OTHER,Adult,Islamabad,O9222,10/31/2024,Pizza Hut,Pasta,Fast Food,4,287.89,Cash,29,Active,4,Delivered
C1947,MALE,Teenager,Lahore,O5947,10/31/2024,KFC,Burger,Fast Food,2,356.22,Card,49,Inactive,4,Cancelled
C4116,FEMALE,Teenager,Karachi,O8116,10/31/2024,Subway,Pizza,Continental,1,445.88,Wallet,48,Inactive,1,Cancelled
C6915,OTHER,Senior,Karachi,O10915,10/31/2024,McDonald's,Pasta,Italian,3,666.84,Card,12,Inactive,1,Cancelled
C5588,MALE,Senior,Karachi,O9588,10/31/2024,Burger King,Sandwich,Fast Food,3,1015.69,Card,37,Active,3,Delivered
C2581,FEMALE,Adult,Peshawar,O6581,10/31/2024,KFC,Burger,Italian,1,1363.66,Card,38,Inactive,4,Delivered
C1473,OTHER,Teenager,Islamabad,O5473,11/13/2023,Pizza Hut,Fries,Chinese,4,191.34,Cash,41,Inactive,2,Delayed
C6565,FEMALE,Teenager,Islamabad,O10565,11/13/2023,McDonald's,Sandwich,Fast Food,2,305,Card,1,Active,2,Delayed
C3121,MALE,Teenager,Karachi,O7121,11/13/2023,McDonald's,Burger,Italian,3,490.08,Card,29,Active,3,Delivered
C5714,FEMALE,Senior,Karachi,O9714,11/13/2023,Burger King,Pasta,Dessert,4,597.23,Cash,33,Inactive,5,Delivered
C5477,OTHER,Teenager,Lahore,O9477,11/13/2023,Subway,Burger,Chinese,3,998.97,Wallet,38,Active,2,Delayed
C1390,MALE,Teenager,Multan,O5390,11/13/2023,McDonald's,Pasta,Italian,5,1188.09,Wallet,27,Inactive,3,Delivered
C1853,FEMALE,Adult,Multan,O5853,11/13/2023,Pizza Hut,Pasta,Fast Food,2,1201.48,Wallet,9,Inactive,5,Cancelled
C1423,OTHER,Teenager,Peshawar,O5423,11/13/2023,KFC,Burger,Dessert,3,1285.35,Wallet,41,Active,4,Delayed
C6371,FEMALE,Senior,Multan,O10371,11/13/2024,Subway,Pasta,Italian,1,136.79,Cash,16,Inactive,4,Delayed
C2579,FEMALE,Senior,Islamabad,O6579,11/13/2024,KFC,Sandwich,Italian,1,333.02,Cash,28,Active,5,Cancelled
C4111,FEMALE,Teenager,Peshawar,O8111,11/13/2024,Subway,Pasta,Fast Food,3,724.69,Wallet,46,Inactive,1,Cancelled
C4652,FEMALE,Teenager,Karachi,O8652,11/13/2024,KFC,Pasta,Continental,1,783.85,Wallet,11,Inactive,5,Delivered
C3923,MALE,Senior,Lahore,O7923,11/13/2024,Subway,Sandwich,Dessert,5,849.62,Card,39,Active,3,Delayed
C1265,FEMALE,Adult,Multan,O5265,11/13/2024,Burger King,Pasta,Chinese,4,1064.83,Cash,27,Inactive,5,Cancelled
C5728,OTHER,Adult,Lahore,O9728,11/13/2024,McDonald's,Sandwich,Chinese,4,1085.58,Wallet,1,Inactive,5,Cancelled
C4805,MALE,Adult,Islamabad,O8805,11/13/2024,Subway,Fries,Fast Food,4,1273.26,Cash,50,Active,5,Delayed
C5414,FEMALE,Teenager,Karachi,O9414,11/14/2023,Burger King,Burger,Fast Food,1,147.64,Wallet,47,Inactive,5,Delayed
C2456,FEMALE,Senior,Peshawar,O6456,11/14/2023,Burger King,Burger,Italian,1,318.1,Cash,23,Inactive,4,Delivered
C5213,FEMALE,Teenager,Islamabad,O9213,11/14/2023,McDonald's,Burger,Italian,4,378.2,Cash,37,Active,2,Delivered
C4004,FEMALE,Adult,Karachi,O8004,11/14/2023,Subway,Burger,Continental,4,859.3,Cash,13,Inactive,4,Delivered
C4655,MALE,Senior,Multan,O8655,11/14/2023,Subway,Pizza,Fast Food,3,952.66,Card,8,Inactive,4,Delivered
C1094,MALE,Teenager,Islamabad,O5094,11/14/2023,Pizza Hut,Sandwich,Dessert,5,1044.76,Wallet,39,Active,2,Delivered
C3783,OTHER,Adult,Multan,O7783,11/14/2024,Burger King,Pasta,Italian,4,349.62,Cash,6,Active,1,Delayed
C1283,OTHER,Teenager,Peshawar,O5283,11/14/2024,KFC,Pizza,Fast Food,3,472.78,Wallet,31,Active,4,Cancelled
C3222,FEMALE,Teenager,Islamabad,O7222,11/14/2024,Pizza Hut,Sandwich,Chinese,2,591.55,Card,11,Inactive,2,Delayed
C1788,MALE,Adult,Karachi,O5788,11/14/2024,Subway,Pasta,Fast Food,3,718.93,Cash,9,Inactive,2,Delayed
C6503,FEMALE,Adult,Lahore,O10503,11/14/2024,Burger King,Pizza,Fast Food,3,803.18,Card,41,Inactive,1,Delayed
C5171,OTHER,Teenager,Multan,O9171,11/14/2024,Subway,Burger,Fast Food,1,857.54,Card,28,Active,2,Delayed
C6886,OTHER,Teenager,Multan,O10886,11/14/2024,KFC,Burger,Continental,3,1048.74,Card,9,Inactive,3,Delivered
C6745,FEMALE,Teenager,Islamabad,O10745,11/14/2024,KFC,Pizza,Italian,3,1121.35,Cash,5,Inactive,5,Cancelled
C2695,FEMALE,Teenager,Multan,O6695,11/14/2024,Pizza Hut,Fries,Dessert,5,1161.99,Card,35,Inactive,1,Delivered
C1290,MALE,Teenager,Islamabad,O5290,11/14/2024,McDonald's,Pizza,Fast Food,5,1183.7,Card,2,Inactive,2,Delivered
C1132,MALE,Senior,Karachi,O5132,11/14/2024,Burger King,Fries,Italian,4,1350.06,Cash,5,Active,3,Delayed
C1786,OTHER,Senior,Multan,O5786,11/14/2024,Pizza Hut,Pasta,Continental,5,1363.7,Wallet,24,Inactive,4,Delivered
C4663,MALE,Senior,Peshawar,O8663,11/14/2024,Burger King,Pasta,Fast Food,4,1492.65,Wallet,40,Active,4,Delivered
C3556,MALE,Adult,Multan,O7556,11/15/2023,Subway,Pasta,Italian,3,125.49,Card,21,Active,2,Delivered
C6660,MALE,Adult,Multan,O10660,11/15/2023,Subway,Sandwich,Fast Food,5,246.42,Wallet,46,Active,2,Cancelled
C1883,FEMALE,Adult,Peshawar,O5883,11/15/2023,KFC,Sandwich,Dessert,2,262.42,Card,45,Inactive,1,Cancelled
C2214,OTHER,Teenager,Lahore,O6214,11/15/2023,KFC,Sandwich,Italian,2,287.77,Cash,5,Inactive,2,Cancelled
C4044,MALE,Teenager,Peshawar,O8044,11/15/2023,Subway,Pasta,Fast Food,2,391.52,Card,6,Active,4,Delivered
C1897,MALE,Senior,Karachi,O5897,11/15/2023,Pizza Hut,Burger,Dessert,1,610.38,Card,32,Active,1,Delayed
C4550,FEMALE,Adult,Lahore,O8550,11/15/2023,Subway,Sandwich,Chinese,4,794.94,Cash,22,Inactive,2,Cancelled
C6028,MALE,Senior,Islamabad,O10028,11/15/2023,KFC,Pasta,Chinese,2,1214.56,Cash,27,Active,4,Delayed
C4757,FEMALE,Teenager,Multan,O8757,11/15/2023,KFC,Pasta,Continental,3,1411.25,Card,19,Inactive,4,Cancelled
C5781,MALE,Adult,Peshawar,O9781,11/15/2023,Pizza Hut,Fries,Continental,3,1499.73,Wallet,2,Inactive,5,Cancelled
C6204,MALE,Adult,Islamabad,O10204,11/15/2024,Subway,Pizza,Dessert,2,277.03,Cash,14,Inactive,1,Delayed
C4469,OTHER,Senior,Multan,O8469,11/15/2024,Subway,Fries,Fast Food,4,405.53,Cash,17,Active,3,Delayed
C4490,MALE,Adult,Islamabad,O8490,11/15/2024,McDonald's,Burger,Continental,2,549.02,Wallet,37,Inactive,4,Cancelled
C5017,FEMALE,Adult,Peshawar,O9017,11/15/2024,KFC,Pasta,Fast Food,1,812.25,Wallet,3,Active,5,Delivered
C4241,OTHER,Senior,Multan,O8241,11/15/2024,McDonald's,Pasta,Dessert,3,819.64,Card,48,Active,4,Delivered
C6977,MALE,Adult,Islamabad,O10977,11/15/2024,Pizza Hut,Sandwich,Chinese,4,1241.42,Wallet,45,Active,2,Cancelled
C4083,FEMALE,Teenager,Lahore,O8083,11/15/2024,Burger King,Sandwich,Fast Food,5,1438.22,Wallet,19,Inactive,1,Delayed
C1139,OTHER,Senior,Karachi,O5139,11/15/2024,KFC,Pizza,Dessert,4,1473.63,Cash,13,Active,3,Cancelled
C3642,MALE,Senior,Peshawar,O7642,11/16/2023,McDonald's,Fries,Continental,1,365.37,Cash,16,Inactive,5,Delivered
C6177,FEMALE,Senior,Islamabad,O10177,11/16/2023,McDonald's,Pasta,Continental,1,387.84,Cash,31,Active,5,Delivered
C1783,OTHER,Senior,Karachi,O5783,11/16/2023,KFC,Sandwich,Fast Food,2,741.49,Cash,31,Inactive,4,Delivered
C4700,MALE,Senior,Islamabad,O8700,11/16/2023,Burger King,Fries,Italian,3,1057.55,Cash,15,Inactive,5,Delayed
C4953,OTHER,Senior,Lahore,O8953,11/16/2023,McDonald's,Pasta,Fast Food,4,1094,Card,2,Inactive,3,Delivered
C4836,FEMALE,Teenager,Multan,O8836,11/16/2023,Pizza Hut,Pasta,Chinese,1,1287.45,Cash,36,Active,4,Delivered
C5882,MALE,Teenager,Multan,O9882,11/16/2024,Pizza Hut,Pizza,Fast Food,5,180.74,Cash,7,Inactive,3,Cancelled
C5573,MALE,Teenager,Islamabad,O9573,11/16/2024,KFC,Pizza,Chinese,4,203.09,Wallet,44,Active,4,Delayed
C5342,OTHER,Adult,Peshawar,O9342,11/16/2024,Burger King,Sandwich,Chinese,4,291.85,Wallet,22,Active,1,Delivered
C6379,OTHER,Adult,Islamabad,O10379,11/16/2024,Subway,Fries,Dessert,4,299.61,Cash,48,Inactive,2,Delivered
C5791,MALE,Senior,Karachi,O9791,11/16/2024,Burger King,Pizza,Dessert,5,348.1,Cash,4,Inactive,2,Cancelled
C2938,OTHER,Adult,Lahore,O6938,11/16/2024,Subway,Pasta,Continental,4,389.67,Cash,39,Inactive,5,Delivered
